,제품번호,물품명,물품대대분류,물품대분류,물품중분류,상품중량
1028,100021029V2_778,산골쑥,가공식품,음료,발효음료,700ml
1029,100021030V2_779,산골인진쑥,가공식품,음료,발효음료,700ml
1030,100021031V2_780,산나물모음,신선식품,잎/줄기채소,산나물모음,300g
1031,100021032V2_780,산나물모음,신선식품,잎/줄기채소,산나물모음,600g
1032,100021033V2_781,산딸기,신선식품,과일,산딸기,250g
1033,100021034V2_781,산딸기,신선식품,과일,산딸기,500g
1034,100021035V2_782,산딸기녹차무슬린케이크,신선식품,빵,"케이크,롤,선물",1호/550g
1035,100021036V2_783,산수유진액,가공식품,건강일반,추출/농축액,80ml*30봉
1036,100021037V2_784,산야초,가공식품,음료,발효음료,병:700ml
1037,100021038V2_785,산양삼/7년근이상,신선식품,뿌리채소,산양삼,3주
1038,100021039V2_785,산양삼/7년근이상,신선식품,뿌리채소,산양삼,5주
1039,100021040V2_786,살치살로스-성남용인,신선식품,중량(정육),한우(중량),
1040,100021041V2_787,삶은고사리,가공식품,말린나물/건재,삶은고사리/손질,200g
1041,100021042V2_788,삶은무시래기,신선식품,잎/줄기채소,삶은무시래기,200g
1042,100021043V2_789,삶은문어,신선식품,냉동수산,기타냉동수산,1kg
1043,100021044V2_789,삶은문어,신선식품,냉동수산,기타냉동수산,300g
1044,100021045V2_789,삶은문어,신선식품,냉동수산,기타냉동수산,500g
1045,100021046V2_789,삶은문어,신선식품,냉동수산,기타냉동수산,800g
1046,100021047V2_790,삶은죽순,신선식품,잎/줄기채소,죽순,냉동:500g
1047,100021048V2_791,삶은찰옥수수,신선식품,열매채소,찰옥수수,3개
1048,100021049V2_792,삼각살로스-성남용인,신선식품,중량(정육),한우(중량),
1049,100021050V2_793,삼겹살,신선식품,돼지,보리살림(냉장),300g
1050,100021051V2_793,삼겹살,신선식품,돼지,보리살림(냉장),500g
1051,100021052V2_793,삼겹살,신선식품,돼지,보리살림돼지,600g/우리보리살림돼지
1052,100021053V2_793,삼겹살,신선식품,중량(정육),돼지(중량),무항생제-성남용인
1053,100021054V2_794,삼겹살구이-성남용인,신선식품,중량(정육),돼지(중량),
1054,100021055V2_795,삼계닭,신선식품,닭/오리,논지엠오닭,우리보리살림닭/2마리
1055,100021056V2_795,삼계닭,신선식품,닭/오리,무항생제닭,2마리
1056,100021057V2_796,삼계용생닭,신선식품,닭/오리,무항생제닭,냉장/600g
1057,100021058V2_797,삼계용토종닭,신선식품,닭/오리,토종닭,1마리
1058,100021059V2_798,삼계탕 재료모음,가공식품,말린나물/건재,건재,100g
1059,100021060V2_799,삼잎국화나물,신선식품,잎/줄기채소,삼잎국화나물,200g
1060,100021061V2_800,삼채잎,신선식품,잎/줄기채소,삼채잎,200g
1061,100021062V2_801,삼천포죽방멸치,가공식품,건어물,멸치류,700g
1062,100021063V2_802,삼치,신선식품,냉동수산,냉동생선,토막:400g
1063,100021064V2_803,상추,신선식품,쌈채소류,상추,200g
1064,100021065V2_803,상추,신선식품,쌈채소류,상추,200g/재래종
1065,100021066V2_804,상큼한감귤,가공식품,음료,과즙,125ml*24개
1066,100021067V2_804,상큼한감귤,가공식품,음료,과즙,125ml*3개
1067,100021068V2_804,상큼한감귤,가공식품,음료,과즙,125ml*3개-쿠폰북
1068,100021069V2_805,상큼한감귤&채소,가공식품,음료,과즙,125ml*24개
1069,100021070V2_805,상큼한감귤&채소,가공식품,음료,과즙,125ml*3개
1070,100021071V2_806,상큼한감귤&한라봉,가공식품,음료,과즙,125ml*24개
1071,100021072V2_806,상큼한감귤&한라봉,가공식품,음료,과즙,125ml*3개
1072,100021073V2_807,상큼한오곡꿀초,가공식품,음료,음료기타,100g
1073,100021074V2_807,상큼한오곡꿀초,가공식품,음료,음료기타,100g*5봉
1074,100021075V2_808,상큼한포도,가공식품,음료,과즙,120ml
1075,100021076V2_808,상큼한포도,가공식품,음료,과즙,120ml*10봉
1076,100021077V2_809,상황버섯/무,신선식품,버섯,상황버섯,200g
1077,100021078V2_810,새꼬막,신선식품,생물수산,패류/갑각류,1kg
1078,100021079V2_811,새송이버섯,신선식품,버섯,새송이버섯,300g
1079,100021080V2_812,새싹채소,신선식품,잎/줄기채소,기타,50g
1080,100021081V2_813,새우가루,가공식품,수산가공,수산분말,100g
1081,100021082V2_814,새우볶음밥,가공식품,식사대용,식사대용/기타,300g
1082,100021083V2_815,새우살,신선식품,냉동수산,기타냉동수산,350g
1083,100021084V2_816,새우육젓,가공식품,수산가공,젓갈/액젓,250g
1084,100021085V2_816,새우육젓,가공식품,수산가공,젓갈/액젓,500g
1085,100021086V2_817,새조개살,신선식품,생물수산,패류/갑각류,/300g
1086,100021087V2_818,샌드위치식빵,신선식품,빵,"식빵, 식사대용",270g/
1087,100021088V2_819,샐러드접시,비식품,식기/편백,자기,분청
1088,100021089V2_819,샐러드접시,비식품,식기/편백,자기,진사
1089,100021090V2_820,샐러리,신선식품,잎/줄기채소,샐러리,200g
1090,100021091V2_820,샐러리,신선식품,잎/줄기채소,샐러리,200g/채소꾸러미용
1091,100021092V2_821,생강,신선식품,양념채소,생강,1kg
1092,100021093V2_821,생강,신선식품,양념채소,생강,300g
1093,100021094V2_821,생강,신선식품,양념채소,생강,토종/300g
1094,100021095V2_822,생강가루,가공식품,가루,과채가루,80g
1095,100021096V2_823,생강차,가공식품,차,절임차,460g
1096,100021097V2_824,생강편강,가공식품,건강일반,건강/기타,100g
1097,100021098V2_825,생굴,신선식품,생물수산,패류/갑각류,450g
1098,100021099V2_826,생귀리가루,가공식품,가루,곡식가루,무/300g
1099,100021100V2_827,생기품은 린스,비식품,세제/세안,헤어,240g
1100,100021101V2_827,생기품은 린스,비식품,세제/세안,헤어,500㎖
1101,100021102V2_827,생기품은 린스,비식품,세제/세안,헤어,보충용:400㎖
1102,100021103V2_828,생기품은 샴푸,비식품,세제/세안,헤어,500㎖
1103,100021104V2_828,생기품은 샴푸,비식품,세제/세안,헤어,보충용:400㎖
1104,100021105V2_828,생기품은 샴푸,비식품,세제/세안,헤어,순
1105,100021106V2_829,생기품은 헤어칼라,비식품,세제/세안,헤어,옅은갈색
1106,100021107V2_829,생기품은 헤어칼라,비식품,세제/세안,헤어,자연흑색
1107,100021108V2_829,생기품은 헤어칼라,비식품,세제/세안,헤어,적빛갈색
1108,100021109V2_830,생꽃소금,가공식품,소금,천일염,500g
1109,100021110V2_831,생대추,신선식품,과일,생대추,500g
1110,100021111V2_832,생도라지,신선식품,뿌리채소,도라지,3년근/500g
1111,100021112V2_833,생들기름,가공식품,기름/식초,기름,160ml
1112,100021113V2_834,생맥차,가공식품,음료,건강차,150ml
1113,100021114V2_834,생맥차,가공식품,음료,건강차,150ml*10봉
1114,100021115V2_835,생물가자미,신선식품,생물수산,어류/연체류,200g
1115,100021116V2_836,생물갈치,신선식품,생물수산,어류/연체류,350g
1116,100021117V2_837,생물고등어,신선식품,생물수산,어류/연체류,450g*2마리
1117,100021118V2_838,생물꽁치,신선식품,생물수산,어류/연체류,4마리
1118,100021119V2_839,생물낙지,신선식품,생물수산,어류/연체류,1~2미/500g
1119,100021120V2_839,생물낙지,신선식품,생물수산,패류/갑각류,3~5미/600g
1120,100021121V2_840,생물대구,신선식품,생물수산,어류/연체류,1마리/토막
1121,100021122V2_841,생물도다리,신선식품,생물수산,어류/연체류,1마리/250g
1122,100021123V2_842,생물문어,신선식품,생물수산,어류/연체류,남해/1kg
1123,100021124V2_843,생물민어,신선식품,생물수산,어류/연체류,1마리/500g
1124,100021125V2_844,생물병어,신선식품,생물수산,어류/연체류,1~2마리/300g
1125,100021126V2_845,생물아귀,신선식품,생물수산,어류/연체류,반마리/750g
1126,100021127V2_846,생물염장고등어,신선식품,생물수산,어류/연체류,1마리
1127,100021128V2_846,생물염장고등어,신선식품,생물수산,어류/연체류,2마리
1128,100021129V2_847,생물염장삼치,신선식품,생물수산,어류/연체류,400g
1129,100021130V2_848,생물오징어,신선식품,생물수산,어류/연체류,10마리
1130,100021131V2_848,생물오징어,신선식품,생물수산,어류/연체류,2마리
1131,100021132V2_849,생물전어,신선식품,생물수산,어류/연체류,구이용/500g
1132,100021133V2_850,생물조기,신선식품,생물수산,어류/연체류,5~6미
1133,100021134V2_851,생물주꾸미,신선식품,생물수산,어류/연체류,800g
1134,100021135V2_852,생물참돔,신선식품,생물수산,어류/연체류,1마리/350g
1135,100021136V2_853,생물청어,신선식품,생물수산,어류/연체류,2마리/400g
1136,100021137V2_854,생미역,신선식품,생물수산,생물해조류,340g
1137,100021138V2_855,생바지락살,신선식품,생물수산,패류/갑각류,200g
1138,100021139V2_856,생선구이판,비식품,식기/편백,옹기,
1139,100021140V2_857,생쇠미역,신선식품,생물수산,생물해조류,200g
1140,100021141V2_858,생식,가공식품,식사대용,선식/생식,120g:1봉
1141,100021142V2_858,생식,가공식품,식사대용,선식/생식,1kg
1142,100021143V2_859,생알땅콩,가공식품,견과,땅콩,무농약/500g
1143,100021144V2_860,생오미자,신선식품,과일,생오미자,3kg/무
1144,100021145V2_860,생오미자,신선식품,과일,생오미자,3kg/유
1145,100021146V2_861,생채,신선식품,쌈채소류,생채,150g
1146,100021147V2_862,생취나물,신선식품,잎/줄기채소,취나물,300g
1147,100021148V2_863,생칡즙,가공식품,건강일반,추출/농축액,140ml*10봉
1148,100021149V2_864,생콩가루,가공식품,가루,곡식가루,250g
1149,100021150V2_865,생크림케이크,신선식품,빵,"케이크,롤,선물",1호/16cm/560g
1150,100021151V2_866,생토란줄기,신선식품,잎/줄기채소,생토란줄기,500g
1151,100021152V2_867,생톳,신선식품,생물수산,생물해조류,200g
1152,100021153V2_868,생통닭,신선식품,닭/오리,논지엠오닭,900g
1153,100021154V2_868,생통닭,신선식품,닭/오리,무항생제닭,냉장/900g
1154,100021155V2_869,생파래,신선식품,생물수산,생물해조류,200g
1155,100021156V2_870,생표고버섯,신선식품,버섯,표고버섯,100g
1156,100021157V2_870,생표고버섯,신선식품,버섯,표고버섯,200g
1157,100021158V2_870,생표고버섯,신선식품,버섯,표고버섯,300g
1158,100021159V2_871,생홍합,신선식품,생물수산,패류/갑각류,900g
1159,100021160V2_872,생홍합살,신선식품,냉동수산,냉동패류,300g
1160,100021161V2_873,생화분,가공식품,꿀,꿀부산물,320g
1161,100021162V2_874,생활살균수,비식품,세제/세안,살균/세정/탈취,300㎖
1162,100021163V2_874,생활살균수,비식품,세제/세안,살균/세정/탈취,50㎖
1163,100021164V2_875,샤브냄비/20㎝,비식품,식기/편백,스테인리스,
1164,100021165V2_876,샤브냄비/24㎝,비식품,식기/편백,스테인리스,
1165,100021166V2_877,서리콩,가공식품,콩/화본/깨,콩,국산/500g
1166,100021167V2_878,서리콩/국산,가공식품,콩/화본/깨,콩,150g
1167,100021168V2_879,서리콩/유,가공식품,콩/화본/깨,콩,500g
1168,100021169V2_880,서울뚝배기,비식품,식기/편백,옹기,
1169,100021170V2_881,선물상자 1호,비식품,생활용품,상자,700㎖ 1병
1170,100021171V2_882,선물상자 2호,비식품,생활용품,상자,700㎖×2병
1171,100021172V2_883,선물상자 3호,비식품,생활용품,상자,500g×3병
1172,100021173V2_884,선물상자 4호,비식품,생활용품,상자,900g×3병
1173,100021174V2_885,선물용상자1,비식품,생활용품,상자,700ml용
1174,100021175V2_886,선물용상자7,비식품,생활용품,상자,900g×2개
1175,100021176V2_887,선비콩/무,가공식품,콩/화본/깨,토종,500g
1176,100021177V2_888,선비콩/유,가공식품,콩/화본/깨,토종,150g
1177,100021178V2_888,선비콩/유,가공식품,콩/화본/깨,토종,500g
1178,100021179V2_889,설도다짐육,신선식품,소,한우(냉장),안심대안/200g
1179,100021180V2_890,설도불고기-성남용인,신선식품,중량(정육),한우(중량),
1180,100021181V2_891,설도불고기용,신선식품,소,한우(냉장),안심대안/300g
1181,100021182V2_892,섬유용탈취제,비식품,세제/세안,살균/세정/탈취,400㎖
1182,100021183V2_892,섬유용탈취제,비식품,세제/세안,살균/세정/탈취,보충용:400㎖
1183,100021184V2_893,섬유유연제,비식품,세제/세안,세탁비누,"1,000㎖"
1184,100021185V2_893,섬유유연제,비식품,세제/세안,세탁비누,보충용:800㎖
1185,100021186V2_894,섬진강벚굴,신선식품,생물수산,패류/갑각류,3kg
1186,100021187V2_895,섬진강재첩국,가공식품,수산가공,국/탕(수산),500g
1187,100021188V2_896,성게알젓,가공식품,수산가공,젓갈/액젓,100g
1188,100021189V2_897,성미찹쌀고추장,가공식품,장,고추장,900g
1189,100021190V2_898,성이시돌목장자연치즈300g,신선식품,유제품,치즈/기타,
1190,100021191V2_899,세겹둥근휴지,비식품,생활용품,휴지,40m*18롤
1191,100021192V2_900,세계지도,비식품,생활용품,기타생활용품,계피/한글
1192,100021193V2_901,세또미,신선식품,과일,귤만감,1.5kg
1193,100021194V2_902,세반산자,가공식품,과자,한과/유과,90g/5개
1194,100021195V2_903,세발나물,신선식품,잎/줄기채소,세발나물,200g
1195,100021196V2_904,세칸나눔접시,비식품,식기/편백,자기,분청
1196,100021197V2_905,세탁용고체비누,비식품,세제/세안,세탁비누,3장
1197,100021198V2_906,세탁조 세정제,비식품,세제/세안,살균/세정/탈취,500㎖/기존용기
1198,100021199V2_907,소고기동그랑땡,가공식품,육가공,돈가스/분쇄가공,400g
1199,100021200V2_907,소고기동그랑땡,가공식품,육가공,돈가스/분쇄가공,제수용/800g
1200,100021201V2_908,소고기뭇국,가공식품,즉석조리,국.찌개,500g
1201,100021202V2_909,소고기미역국,가공식품,즉석조리,국.찌개,500g
1202,100021203V2_910,소고기스프,가공식품,식사대용,식사대용/기타,80g
1203,100021204V2_911,소고기장조림,신선식품,밑반찬,조림,230g
1204,100021205V2_912,소고기채소죽,가공식품,식사대용,죽,220g
1205,100021206V2_913,소금선물모음,가공식품,소금,가공소금,
1206,100021207V2_914,소망 꿀초,비식품,생활용품,환경용품,
1207,100021208V2_915,소면기,비식품,식기/편백,자기,분청
1208,100021209V2_916,소보로단팥빵,신선식품,빵,앙금크림빵,90g/
1209,100021210V2_917,소보로빵,신선식품,빵,단과자빵,75g/
1210,100021211V2_918,소불고기볶음밥,가공식품,식사대용,식사대용/기타,300g
1211,100021212V2_919,솎은열무,신선식품,잎/줄기채소,열무,200g
1212,100021213V2_920,손수나눔그릇,비식품,식기/편백,자기,
1213,100021214V2_921,손수낮은원형찬기,비식품,식기/편백,자기,소
1214,100021215V2_921,손수낮은원형찬기,비식품,식기/편백,자기,중
1215,100021216V2_922,손수면기,비식품,식기/편백,자기,
1216,100021217V2_923,손잡이구이판,비식품,식기/편백,옹기,
1217,100021218V2_924,손질갑오징어,신선식품,냉동수산,기타냉동수산,350g
1218,100021219V2_925,손질꽃게,신선식품,냉동수산,기타냉동수산,500g
1219,100021220V2_926,손질민어,신선식품,냉동수산,냉동생선,450g
